Dia,Mes,Ano,Caudal_Diario
3,MAY,1990,146
4,MAY,1990,154
5,MAY,1990,126
6,MAY,1990,106
7,MAY,1990,123
8,MAY,1990,115
9,MAY,1990,96.6
10,MAY,1990,89.8
11,MAY,1990,84.8
12,MAY,1990,70.8
13,MAY,1990,67.9
14,MAY,1990,104
15,MAY,1990,89.8
16,MAY,1990,76.9
17,MAY,1990,79.6
18,MAY,1990,139
19,MAY,1990,83.2
20,MAY,1990,77.3
21,MAY,1990,83.2
22,MAY,1990,234
23,MAY,1990,126
24,MAY,1990,119
25,MAY,1990,137
26,MAY,1990,133
27,MAY,1990,295
28,MAY,1990,435
29,MAY,1990,204
30,MAY,1990,192
31,MAY,1990,205
1,JUN,1990,237
2,JUN,1990,176
3,JUN,1990,143
4,JUN,1990,166
5,JUN,1990,229
6,JUN,1990,139
7,JUN,1990,121
8,JUN,1990,120
9,JUN,1990,140
10,JUN,1990,161
11,JUN,1990,119
12,JUN,1990,286
13,JUN,1990,256
14,JUN,1990,203
15,JUN,1990,197
16,JUN,1990,270
17,JUN,1990,245
18,JUN,1990,188
19,JUN,1990,160
20,JUN,1990,143
21,JUN,1990,130
22,JUN,1990,117
23,JUN,1990,156
24,JUN,1990,161
25,JUN,1990,131
26,JUN,1990,167
27,JUN,1990,257
28,JUN,1990,229
29,JUN,1990,146
30,JUN,1990,152
31,JUN,1990,
1,JUL,1990,152
2,JUL,1990,136
3,JUL,1990,156
4,JUL,1990,216
5,JUL,1990,201
6,JUL,1990,173
7,JUL,1990,143
8,JUL,1990,138
9,JUL,1990,134
10,JUL,1990,151
11,JUL,1990,169
12,JUL,1990,133
13,JUL,1990,130
14,JUL,1990,144
15,JUL,1990,158
16,JUL,1990,143
17,JUL,1990,133
18,JUL,1990,267
19,JUL,1990,261
20,JUL,1990,203
21,JUL,1990,169
22,JUL,1990,151
23,JUL,1990,171
24,JUL,1990,149
25,JUL,1990,134
26,JUL,1990,126
27,JUL,1990,115
28,JUL,1990,126
29,JUL,1990,129
30,JUL,1990,207
31,JUL,1990,119
1,AGO,1990,117
2,AGO,1990,104
3,AGO,1990,111
4,AGO,1990,101
5,AGO,1990,147
6,AGO,1990,124
7,AGO,1990,161
8,AGO,1990,117
9,AGO,1990,104
10,AGO,1990,107
11,AGO,1990,96.6
12,AGO,1990,103
13,AGO,1990,166
14,AGO,1990,208
15,AGO,1990,151
16,AGO,1990,132
17,AGO,1990,119
18,AGO,1990,137
19,AGO,1990,119
20,AGO,1990,111
21,AGO,1990,152
22,AGO,1990,394
23,AGO,1990,236
24,AGO,1990,179
25,AGO,1990,160
26,AGO,1990,153
27,AGO,1990,162
28,AGO,1990,212
29,AGO,1990,168
30,AGO,1990,308
31,AGO,1990,277
1,SET,1990,169
2,SET,1990,159
3,SET,1990,156
4,SET,1990,158
5,SET,1990,130
6,SET,1990,127
7,SET,1990,119
8,SET,1990,159
9,SET,1990,168
10,SET,1990,171
11,SET,1990,202
12,SET,1990,221
13,SET,1990,313
14,SET,1990,285
15,SET,1990,258
16,SET,1990,353
17,SET,1990,233
18,SET,1990,185
19,SET,1990,222
20,SET,1990,201
21,SET,1990,257
22,SET,1990,240
23,SET,1990,207
24,SET,1990,194
25,SET,1990,195
26,SET,1990,218
27,SET,1990,287
28,SET,1990,319
29,SET,1990,229
30,SET,1990,212
31,SET,1990,
1,OCT,1990,194
2,OCT,1990,232
3,OCT,1990,215
4,OCT,1990,234
5,OCT,1990,321
6,OCT,1990,390
7,OCT,1990,436
8,OCT,1990,376
9,OCT,1990,586
10,OCT,1990,595
11,OCT,1990,516
12,OCT,1990,821
13,OCT,1990,687
14,OCT,1990,501
15,OCT,1990,673
16,OCT,1990,681
17,OCT,1990,677
18,OCT,1990,522
19,OCT,1990,462
20,OCT,1990,557
21,OCT,1990,499
22,OCT,1990,492
23,OCT,1990,585
24,OCT,1990,716
25,OCT,1990,494
26,OCT,1990,463
27,OCT,1990,438
28,OCT,1990,572
29,OCT,1990,517
30,OCT,1990,425
31,OCT,1990,366
1,NOV,1990,386
2,NOV,1990,468
3,NOV,1990,547
4,NOV,1990,622
5,NOV,1990,704
6,NOV,1990,607
7,NOV,1990,487
8,NOV,1990,416
9,NOV,1990,382
10,NOV,1990,377
11,NOV,1990,341
12,NOV,1990,316
13,NOV,1990,289
14,NOV,1990,352
15,NOV,1990,341
16,NOV,1990,364
17,NOV,1990,316
18,NOV,1990,302
19,NOV,1990,262
20,NOV,1990,229
21,NOV,1990,322
22,NOV,1990,188
23,NOV,1990,174
24,NOV,1990,179
25,NOV,1990,169
26,NOV,1990,151
27,NOV,1990,149
28,NOV,1990,154
29,NOV,1990,216
30,NOV,1990,160
31,NOV,1990,
1,DIC,1990,143
2,DIC,1990,150
3,DIC,1990,58.1
4,DIC,1990,190
5,DIC,1990,182
6,DIC,1990,169
7,DIC,1990,211
8,DIC,1990,245
9,DIC,1990,188
10,DIC,1990,169
11,DIC,1990,169
12,DIC,1990,147
13,DIC,1990,143
14,DIC,1990,126
15,DIC,1990,121
16,DIC,1990,119
17,DIC,1990,111
18,DIC,1990,104
19,DIC,1990,104
20,DIC,1990,100
21,DIC,1990,91.5
22,DIC,1990,89.8
23,DIC,1990,89.8
24,DIC,1990,88.1
25,DIC,1990,83.2
26,DIC,1990,80
27,DIC,1990,76.9
28,DIC,1990,76.9
29,DIC,1990,76.9
30,DIC,1990,73.8
31,DIC,1990,70.8
1,ENE,1991,66.4
2,ENE,1991,70.8
3,ENE,1991,76.9
4,ENE,1991,67.8
5,ENE,1991,64.9
6,ENE,1991,64.9
7,ENE,1991,67.9
8,ENE,1991,64.9
9,ENE,1991,64.9
10,ENE,1991,62.1
11,ENE,1991,59.3
12,ENE,1991,54
13,ENE,1991,54
14,ENE,1991,54
15,ENE,1991,58
16,ENE,1991,73.8
17,ENE,1991,104
18,ENE,1991,191
19,ENE,1991,165
20,ENE,1991,113
21,ENE,1991,91.5
22,ENE,1991,83.2
23,ENE,1991,80.5
24,ENE,1991,78
25,ENE,1991,75.3
26,ENE,1991,72.7
27,ENE,1991,70.3
28,ENE,1991,67.8
29,ENE,1991,65.4
30,ENE,1991,63.1
31,ENE,1991,60.7
1,FEB,1991,58.4
2,FEB,1991,56.2
3,FEB,1991,54
4,FEB,1991,51.8
5,FEB,1991,49.8
6,FEB,1991,47.7
7,FEB,1991,45.6
8,FEB,1991,43.7
9,FEB,1991,41.7
10,FEB,1991,39.5
11,FEB,1991,38
12,FEB,1991,36.2
13,FEB,1991,34.4
14,FEB,1991,32.8
15,FEB,1991,31
16,FEB,1991,30.7
17,FEB,1991,30.4
18,FEB,1991,30
19,FEB,1991,29.6
20,FEB,1991,29.3
21,FEB,1991,28.9
22,FEB,1991,28.6
23,FEB,1991,28.2
24,FEB,1991,27.9
25,FEB,1991,27.6
26,FEB,1991,27.2
27,FEB,1991,27.8
28,FEB,1991,27.2
29,FEB,1991,
30,FEB,1991,
31,FEB,1991,
1,MAR,1991,27.2
2,MAR,1991,35.9
3,MAR,1991,41.7
4,MAR,1991,35.1
5,MAR,1991,31
6,MAR,1991,27.2
7,MAR,1991,27.2
8,MAR,1991,25.4
9,MAR,1991,25.4
10,MAR,1991,23.6
11,MAR,1991,23.6
12,MAR,1991,23.6
13,MAR,1991,21.9
14,MAR,1991,21.9
15,MAR,1991,21.5
16,MAR,1991,21
17,MAR,1991,20.6
18,MAR,1991,20.2
19,MAR,1991,19.8
20,MAR,1991,19.3
21,MAR,1991,18.7
22,MAR,1991,18.6
23,MAR,1991,18.2
24,MAR,1991,17.7
25,MAR,1991,17.3
26,MAR,1991,17
27,MAR,1991,16.6
28,MAR,1991,16.2
29,MAR,1991,15.8
30,MAR,1991,15.5
31,MAR,1991,15.1
1,ABR,1991,14.7
2,ABR,1991,14.4
3,ABR,1991,14.4
4,ABR,1991,14.4
5,ABR,1991,15.7
6,ABR,1991,17.2
7,ABR,1991,20.3
8,ABR,1991,20.3
9,ABR,1991,24.5
10,ABR,1991,31
11,ABR,1991,27.2
12,ABR,1991,26.3
13,ABR,1991,35.9
14,ABR,1991,68.4
15,ABR,1991,48.9
16,ABR,1991,45.3
17,ABR,1991,37.3
18,ABR,1991,39.5
19,ABR,1991,43.3
20,ABR,1991,44.1
21,ABR,1991,35.1
22,ABR,1991,31
23,ABR,1991,46.5
24,ABR,1991,68.9
25,ABR,1991,46.5
26,ABR,1991,51.4
27,ABR,1991,44.1
28,ABR,1991,55.3
29,ABR,1991,61.4
30,ABR,1991,61.9
31,ABR,1991,
1,MAY,1991,94.3
2,MAY,1991,111
3,MAY,1991,83.3
4,MAY,1991,80.4
5,MAY,1991,119
6,MAY,1991,136
7,MAY,1991,177
8,MAY,1991,104
9,MAY,1991,133
10,MAY,1991,161
11,MAY,1991,138
12,MAY,1991,164
13,MAY,1991,142
14,MAY,1991,117
15,MAY,1991,169
16,MAY,1991,152
17,MAY,1991,126
18,MAY,1991,139
19,MAY,1991,131
20,MAY,1991,263
21,MAY,1991,274
22,MAY,1991,205
23,MAY,1991,174
24,MAY,1991,165
25,MAY,1991,147
26,MAY,1991,119
27,MAY,1991,104
28,MAY,1991,96.6
29,MAY,1991,119
30,MAY,1991,125
31,MAY,1991,153
1,JUN,1991,119
2,JUN,1991,138
3,JUN,1991,137
4,JUN,1991,126
5,JUN,1991,124
6,JUN,1991,139
7,JUN,1991,121
8,JUN,1991,106
9,JUN,1991,95.9
10,JUN,1991,86.3
11,JUN,1991,79.4
12,JUN,1991,90.8
13,JUN,1991,88
14,JUN,1991,111
15,JUN,1991,128
16,JUN,1991,115
17,JUN,1991,127
18,JUN,1991,139
19,JUN,1991,143
20,JUN,1991,157
21,JUN,1991,188
22,JUN,1991,172
23,JUN,1991,172
24,JUN,1991,178
25,JUN,1991,163
26,JUN,1991,146
27,JUN,1991,139
28,JUN,1991,134
29,JUN,1991,152
30,JUN,1991,238
31,JUN,1991,
1,JUL,1991,172
2,JUL,1991,143
3,JUL,1991,135
4,JUL,1991,126
5,JUL,1991,126
6,JUL,1991,143
7,JUL,1991,126
8,JUL,1991,111
9,JUL,1991,109
10,JUL,1991,104
11,JUL,1991,100
12,JUL,1991,96.6
13,JUL,1991,89.8
14,JUL,1991,81.2
15,JUL,1991,76.5
16,JUL,1991,75.1
17,JUL,1991,98.5
18,JUL,1991,143
19,JUL,1991,99.9
20,JUL,1991,93
21,JUL,1991,91.1
22,JUL,1991,125
23,JUL,1991,89
24,JUL,1991,81.2
25,JUL,1991,77.1
26,JUL,1991,89.8
27,JUL,1991,89.8
28,JUL,1991,97.9
29,JUL,1991,89.8
30,JUL,1991,83.2
31,JUL,1991,101
1,AGO,1991,152
2,AGO,1991,144
3,AGO,1991,130
4,AGO,1991,126
5,AGO,1991,145
6,AGO,1991,174
7,AGO,1991,126
8,AGO,1991,121
9,AGO,1991,119
10,AGO,1991,114
11,AGO,1991,99
12,AGO,1991,106
13,AGO,1991,153
14,AGO,1991,114
15,AGO,1991,99
16,AGO,1991,96.3
17,AGO,1991,94
18,AGO,1991,97.4
19,AGO,1991,83
20,AGO,1991,82.4
21,AGO,1991,83.5
22,AGO,1991,74.1
23,AGO,1991,78.5
24,AGO,1991,138
25,AGO,1991,89.6
26,AGO,1991,80.8
27,AGO,1991,76.3
28,AGO,1991,64.9
29,AGO,1991,102
30,AGO,1991,303
31,AGO,1991,490
1,SET,1991,208
2,SET,1991,151
3,SET,1991,136
4,SET,1991,180
5,SET,1991,190
6,SET,1991,154
7,SET,1991,142
8,SET,1991,119
9,SET,1991,109
10,SET,1991,100
11,SET,1991,163
12,SET,1991,134
13,SET,1991,145
14,SET,1991,120
15,SET,1991,107
16,SET,1991,131
17,SET,1991,146
18,SET,1991,176
19,SET,1991,289
20,SET,1991,313
21,SET,1991,402
22,SET,1991,362
23,SET,1991,292
24,SET,1991,310
25,SET,1991,389
26,SET,1991,428
27,SET,1991,514
28,SET,1991,567
29,SET,1991,492
30,SET,1991,230
31,SET,1991,
1,OCT,1991,338
2,OCT,1991,374
3,OCT,1991,414
4,OCT,1991,519
5,OCT,1991,469
6,OCT,1991,410
7,OCT,1991,337
8,OCT,1991,331
9,OCT,1991,306
10,OCT,1991,339
11,OCT,1991,293
12,OCT,1991,415
13,OCT,1991,345
14,OCT,1991,303
15,OCT,1991,306
16,OCT,1991,271
17,OCT,1991,247
18,OCT,1991,348
19,OCT,1991,437
20,OCT,1991,278
21,OCT,1991,240
22,OCT,1991,218
23,OCT,1991,186
24,OCT,1991,169
25,OCT,1991,160
26,OCT,1991,179
27,OCT,1991,306
28,OCT,1991,299
29,OCT,1991,279
30,OCT,1991,257
31,OCT,1991,297
1,NOV,1991,242
2,NOV,1991,217
3,NOV,1991,217
4,NOV,1991,268
5,NOV,1991,211
6,NOV,1991,194
7,NOV,1991,175
8,NOV,1991,217
9,NOV,1991,343
10,NOV,1991,230
11,NOV,1991,2
12,NOV,1991,174
13,NOV,1991,158
14,NOV,1991,148
15,NOV,1991,139
16,NOV,1991,126
17,NOV,1991,119
18,NOV,1991,118
19,NOV,1991,126
20,NOV,1991,115
21,NOV,1991,108
22,NOV,1991,107
23,NOV,1991,104
24,NOV,1991,121
25,NOV,1991,155
26,NOV,1991,113
27,NOV,1991,110
28,NOV,1991,100
29,NOV,1991,112
30,NOV,1991,99.4
31,NOV,1991,
1,DIC,1991,182
2,DIC,1991,167
3,DIC,1991,162
4,DIC,1991,171
5,DIC,1991,151
6,DIC,1991,127
7,DIC,1991,122
8,DIC,1991,106
9,DIC,1991,97.6
10,DIC,1991,94.9
11,DIC,1991,91.5
12,DIC,1991,84.8
13,DIC,1991,81.6
14,DIC,1991,76.9
15,DIC,1991,73.8
16,DIC,1991,70.8
17,DIC,1991,69
18,DIC,1991,67.2
19,DIC,1991,65.4
20,DIC,1991,63.7
21,DIC,1991,62
22,DIC,1991,60.3
23,DIC,1991,58.5
24,DIC,1991,56.9
25,DIC,1991,55.3
26,DIC,1991,53.7
27,DIC,1991,52.2
28,DIC,1991,50.4
29,DIC,1991,49
30,DIC,1991,46.9
31,DIC,1991,45
1,ENE,1992,44.5
2,ENE,1992,43.1
3,ENE,1992,41.7
4,ENE,1992,45.8
5,ENE,1992,41.7
6,ENE,1992,40.3
7,ENE,1992,38.9
8,ENE,1992,37.5
9,ENE,1992,36.2
10,ENE,1992,36.6
11,ENE,1992,37.3
12,ENE,1992,36.7
13,ENE,1992,36.2
14,ENE,1992,35.8
15,ENE,1992,35.2
16,ENE,1992,34.7
17,ENE,1992,34.3
18,ENE,1992,33.8
19,ENE,1992,33.3
20,ENE,1992,32.8
21,ENE,1992,32.3
22,ENE,1992,31.8
23,ENE,1992,31.3
24,ENE,1992,30.8
25,ENE,1992,30.5
26,ENE,1992,30
27,ENE,1992,29.5
28,ENE,1992,29
29,ENE,1992,28.6
30,ENE,1992,28.1
31,ENE,1992,30.1
1,FEB,1992,39
2,FEB,1992,33.6
3,FEB,1992,30.1
4,FEB,1992,28.1
5,FEB,1992,26.3
6,FEB,1992,25.4
7,FEB,1992,24.5
8,FEB,1992,23.6
9,FEB,1992,27.7
10,FEB,1992,29.6
11,FEB,1992,31
12,FEB,1992,36.6
13,FEB,1992,28.6
14,FEB,1992,27.2
15,FEB,1992,26.3
16,FEB,1992,25.7
17,FEB,1992,25
18,FEB,1992,24.3
19,FEB,1992,23.7
20,FEB,1992,23.1
21,FEB,1992,22.5
22,FEB,1992,21.8
23,FEB,1992,21.3
24,FEB,1992,20.7
25,FEB,1992,20.1
26,FEB,1992,19.6
27,FEB,1992,18.9
28,FEB,1992,18.4
29,FEB,1992,17.9
30,FEB,1992,
31,FEB,1992,
1,MAR,1992,16.6
2,MAR,1992,16.8
3,MAR,1992,16.2
4,MAR,1992,15.7
5,MAR,1992,15.7
6,MAR,1992,15
7,MAR,1992,20.3
8,MAR,1992,19.9
9,MAR,1992,19.5
10,MAR,1992,19.2
11,MAR,1992,18.8
12,MAR,1992,18.4
13,MAR,1992,18
14,MAR,1992,17.6
15,MAR,1992,17.3
16,MAR,1992,16.9
17,MAR,1992,16.5
18,MAR,1992,16.1
19,MAR,1992,15.7
20,MAR,1992,15.4
21,MAR,1992,15
22,MAR,1992,14.6
23,MAR,1992,14.2
24,MAR,1992,13.8
25,MAR,1992,13.5
26,MAR,1992,13.1
27,MAR,1992,12.7
28,MAR,1992,12.3
29,MAR,1992,11.9
30,MAR,1992,11.6
31,MAR,1992,11.2
1,ABR,1992,10.8
2,ABR,1992,10.47
3,ABR,1992,10
4,ABR,1992,9.66
5,ABR,1992,9.28
6,ABR,1992,8.9
7,ABR,1992,8.52
8,ABR,1992,8.14
9,ABR,1992,7.76
10,ABR,1992,7.38
11,ABR,1992,6.9
12,ABR,1992,7.87
13,ABR,1992,10
14,ABR,1992,11.8
15,ABR,1992,14.4
16,ABR,1992,16.3
17,ABR,1992,28.5
18,ABR,1992,25.7
19,ABR,1992,17
20,ABR,1992,18.4
21,ABR,1992,13.7
22,ABR,1992,11.8
23,ABR,1992,11.2
24,ABR,1992,9.45
25,ABR,1992,9.45
26,ABR,1992,13.7
27,ABR,1992,15.7
28,ABR,1992,15.8
29,ABR,1992,25.7
30,ABR,1992,29.7
31,ABR,1992,
1,MAY,1992,27.5
2,MAY,1992,28.1
3,MAY,1992,21.9
4,MAY,1992,22.2
5,MAY,1992,41.1
6,MAY,1992,33
7,MAY,1992,37.6
8,MAY,1992,35.1
9,MAY,1992,35.1
10,MAY,1992,29.1
11,MAY,1992,23.6
12,MAY,1992,21.9
13,MAY,1992,20.3
14,MAY,1992,18.7
15,MAY,1992,54.8
16,MAY,1992,26.3
17,MAY,1992,39.5
18,MAY,1992,27.5
19,MAY,1992,64.7
20,MAY,1992,89
21,MAY,1992,81.4
22,MAY,1992,86.6
23,MAY,1992,107
24,MAY,1992,86.5
25,MAY,1992,64.9
26,MAY,1992,70.5
27,MAY,1992,87.9
28,MAY,1992,79.6
29,MAY,1992,140
30,MAY,1992,194
31,MAY,1992,119
1,JUN,1992,89.8
2,JUN,1992,80.9
3,JUN,1992,98.5
4,JUN,1992,107
5,JUN,1992,132
6,JUN,1992,126
7,JUN,1992,109
8,JUN,1992,126
9,JUN,1992,167
10,JUN,1992,134
11,JUN,1992,134
12,JUN,1992,179
13,JUN,1992,169
14,JUN,1992,156
15,JUN,1992,136
16,JUN,1992,137
17,JUN,1992,107
18,JUN,1992,109
19,JUN,1992,152
20,JUN,1992,122
21,JUN,1992,119
22,JUN,1992,123
23,JUN,1992,112
24,JUN,1992,134
25,JUN,1992,145
26,JUN,1992,161
27,JUN,1992,130
28,JUN,1992,145
29,JUN,1992,126
30,JUN,1992,104
31,JUN,1992,
1,JUL,1992,103
2,JUL,1992,145
3,JUL,1992,156
4,JUL,1992,111
5,JUL,1992,100
6,JUL,1992,96.6
7,JUL,1992,96.7
8,JUL,1992,89.8
9,JUL,1992,104
10,JUL,1992,151
11,JUL,1992,176
12,JUL,1992,193
13,JUL,1992,187
14,JUL,1992,194
15,JUL,1992,161
16,JUL,1992,174
17,JUL,1992,134
18,JUL,1992,119
19,JUL,1992,107
20,JUL,1992,104
21,JUL,1992,96.6
22,JUL,1992,89.8
23,JUL,1992,83.2
24,JUL,1992,76.9
25,JUL,1992,78.4
26,JUL,1992,73.8
27,JUL,1992,88.7
28,JUL,1992,160
29,JUL,1992,91.5
30,JUL,1992,98.4
31,JUL,1992,96.6
1,AGO,1992,107
2,AGO,1992,83.2
3,AGO,1992,83.3
4,AGO,1992,88.1
5,AGO,1992,80
6,AGO,1992,69.3
7,AGO,1992,107
8,AGO,1992,114
9,AGO,1992,81.6
10,AGO,1992,91.5
11,AGO,1992,91.5
12,AGO,1992,93.2
13,AGO,1992,83.2
14,AGO,1992,114
15,AGO,1992,104
16,AGO,1992,115
17,AGO,1992,119
18,AGO,1992,94.9
19,AGO,1992,86.5
20,AGO,1992,110
21,AGO,1992,105
22,AGO,1992,98.5
23,AGO,1992,69.6
24,AGO,1992,66.7
25,AGO,1992,63.7
26,AGO,1992,86.7
27,AGO,1992,102
28,AGO,1992,79
29,AGO,1992,79
30,AGO,1992,109
31,AGO,1992,69.6
1,SET,1992,207
2,SET,1992,134
3,SET,1992,130
4,SET,1992,124
5,SET,1992,155
6,SET,1992,105
7,SET,1992,114
8,SET,1992,162
9,SET,1992,183
10,SET,1992,185
11,SET,1992,291
12,SET,1992,268
13,SET,1992,208
14,SET,1992,215
15,SET,1992,238
16,SET,1992,353
17,SET,1992,351
18,SET,1992,304
19,SET,1992,345
20,SET,1992,320
21,SET,1992,324
22,SET,1992,331
23,SET,1992,306
24,SET,1992,310
25,SET,1992,304
26,SET,1992,256
27,SET,1992,325
28,SET,1992,454
29,SET,1992,374
30,SET,1992,319
31,SET,1992,
1,OCT,1992,334
2,OCT,1992,403
3,OCT,1992,461
4,OCT,1992,333
5,OCT,1992,292
6,OCT,1992,323
7,OCT,1992,278
8,OCT,1992,278
9,OCT,1992,278
10,OCT,1992,231
11,OCT,1992,239
12,OCT,1992,319
13,OCT,1992,281
14,OCT,1992,225
15,OCT,1992,203
16,OCT,1992,186
17,OCT,1992,172
18,OCT,1992,168
19,OCT,1992,290
20,OCT,1992,303
21,OCT,1992,290
22,OCT,1992,279
23,OCT,1992,330
24,OCT,1992,317
25,OCT,1992,287
26,OCT,1992,294
27,OCT,1992,279
28,OCT,1992,240
29,OCT,1992,258
30,OCT,1992,273
31,OCT,1992,277
1,NOV,1992,205
2,NOV,1992,183
3,NOV,1992,169
4,NOV,1992,160
5,NOV,1992,154
6,NOV,1992,148
7,NOV,1992,158
8,NOV,1992,134
9,NOV,1992,126
10,NOV,1992,117
11,NOV,1992,126
12,NOV,1992,134
13,NOV,1992,117
14,NOV,1992,121
15,NOV,1992,113
16,NOV,1992,139
17,NOV,1992,151
18,NOV,1992,119
19,NOV,1992,113
20,NOV,1992,107
21,NOV,1992,107
22,NOV,1992,117
23,NOV,1992,121
24,NOV,1992,254
25,NOV,1992,451
26,NOV,1992,273
27,NOV,1992,233
28,NOV,1992,309
29,NOV,1992,273
30,NOV,1992,232
31,NOV,1992,
1,DIC,1992,198
2,DIC,1992,174
3,DIC,1992,174
4,DIC,1992,154
5,DIC,1992,139
6,DIC,1992,149
7,DIC,1992,134
8,DIC,1992,119
9,DIC,1992,111
10,DIC,1992,106
11,DIC,1992,99.6
12,DIC,1992,106
13,DIC,1992,96.6
14,DIC,1992,96.6
15,DIC,1992,88.1
16,DIC,1992,83.2
17,DIC,1992,81.6
18,DIC,1992,80
19,DIC,1992,78.4
20,DIC,1992,75.3
21,DIC,1992,73.8
22,DIC,1992,72.3
23,DIC,1992,70.8
24,DIC,1992,69.3
25,DIC,1992,67.8
26,DIC,1992,66.4
27,DIC,1992,64.1
28,DIC,1992,62.1
29,DIC,1992,60.7
30,DIC,1992,59.3
31,DIC,1992,58
1,ENE,1993,56.6
2,ENE,1993,54
3,ENE,1993,52.7
4,ENE,1993,51.4
5,ENE,1993,50.2
6,ENE,1993,48.9
7,ENE,1993,51.4
8,ENE,1993,52.7
9,ENE,1993,67.8
10,ENE,1993,62.1
11,ENE,1993,54
12,ENE,1993,50.2
13,ENE,1993,44.1
14,ENE,1993,39.2
15,ENE,1993,35.1
16,ENE,1993,38.7
17,ENE,1993,67.8
18,ENE,1993,56.6
19,ENE,1993,42.9
20,ENE,1993,41.4
21,ENE,1993,40.6
22,ENE,1993,39.9
23,ENE,1993,39.1
24,ENE,1993,39.1
25,ENE,1993,38.5
26,ENE,1993,37.7
27,ENE,1993,31
28,ENE,1993,36.3
29,ENE,1993,35.7
30,ENE,1993,34.9
31,ENE,1993,34.3
1,FEB,1993,33.6
2,FEB,1993,33
3,FEB,1993,32.2
4,FEB,1993,31.6
5,FEB,1993,30.9
6,FEB,1993,30.4
7,FEB,1993,29.7
8,FEB,1993,29
9,FEB,1993,28.4
10,FEB,1993,27.8
11,FEB,1993,27.2
12,FEB,1993,26.5
13,FEB,1993,26.2
14,FEB,1993,25.7
15,FEB,1993,25.1
16,FEB,1993,24.6
17,FEB,1993,24.1
18,FEB,1993,23.6
19,FEB,1993,23.1
20,FEB,1993,22.6
21,FEB,1993,22.2
22,FEB,1993,21.7
23,FEB,1993,20.8
24,FEB,1993,20.3
25,FEB,1993,12.8
26,FEB,1993,19.3
27,FEB,1993,18.9
28,FEB,1993,18.7
29,FEB,1993,
30,FEB,1993,
31,FEB,1993,
1,MAR,1993,18.5
2,MAR,1993,18
3,MAR,1993,17.7
4,MAR,1993,17.2
5,MAR,1993,17
6,MAR,1993,16.8
7,MAR,1993,16.6
8,MAR,1993,17.1
9,MAR,1993,16.2
10,MAR,1993,16
11,MAR,1993,15.8
12,MAR,1993,15.6
13,MAR,1993,15.4
14,MAR,1993,15.3
15,MAR,1993,15
16,MAR,1993,16.5
17,MAR,1993,20.3
18,MAR,1993,20.3
19,MAR,1993,17.9
20,MAR,1993,18.7
21,MAR,1993,22.8
22,MAR,1993,19.5
23,MAR,1993,20.3
24,MAR,1993,23.6
25,MAR,1993,23.6
26,MAR,1993,26.3
27,MAR,1993,38.1
28,MAR,1993,48.9
29,MAR,1993,61.7
30,MAR,1993,76
31,MAR,1993,51.4
1,ABR,1993,41.7
2,ABR,1993,34.1
3,ABR,1993,28.1
4,ABR,1993,27.2
5,ABR,1993,27.2
6,ABR,1993,27.2
7,ABR,1993,27.2
8,ABR,1993,49.6
9,ABR,1993,39.5
10,ABR,1993,42.9
11,ABR,1993,36.2
12,ABR,1993,34.1
13,ABR,1993,39.5
14,ABR,1993,56.6
15,ABR,1993,55.3
16,ABR,1993,59.8
17,ABR,1993,69.3
18,ABR,1993,62.1
19,ABR,1993,56.6
20,ABR,1993,45.3
21,ABR,1993,44.1
22,ABR,1993,42.9
23,ABR,1993,60.9
24,ABR,1993,67.8
25,ABR,1993,67.8
26,ABR,1993,80
27,ABR,1993,89.8
28,ABR,1993,94.6
29,ABR,1993,116
30,ABR,1993,154
31,ABR,1993,
