humedad,temp,temp_max,temp_min,prep,soil_perfil,soil_superf,dir_viento,vel_viento,nino,caudal_minimo,fecha
13.42,20.64,26.13,15.18,63.21,0.79,0.81,280.8,0.48,24.95,50.0,1981-01-30
14.1,21.6,27.53,16.7,105.39,0.71,0.72,263.8,0.51,25.52,27.4,1981-02-21
14.28,22.51,29.48,15.18,64.74,0.67,0.67,244.9,0.58,26.61,24.2,1981-03-31
15.15,22.68,29.71,18.18,150.28,0.64,0.66,232.9,0.7,27.06,21.5,1981-04-10
15.91,22.18,28.42,18.55,153.35,0.74,0.78,237.9,0.82,26.71,139.0,1981-05-22
16.09,21.41,27.48,17.74,262.33,0.87,0.89,236.9,0.98,26.19,224.0,1981-06-24
14.96,21.18,26.58,17.06,65.85,0.87,0.87,243.6,0.6,25.21,127.0,1981-07-31
15.23,20.96,26.48,17.49,244.48,0.86,0.88,246.2,0.85,24.38,116.0,1981-08-02
15.37,21.04,27.33,17.2,279.39,0.95,0.94,240.0,0.74,24.67,166.0,1981-09-23
15.5,20.86,26.75,16.21,165.21,0.95,0.93,244.9,1.0,24.8,211.0,1981-10-06
15.18,20.81,26.22,16.61,289.76,0.96,0.94,247.5,0.73,24.7,153.0,1981-11-23
14.96,21.05,26.66,16.92,145.13,0.93,0.92,247.1,0.54,25.17,65.1,1981-12-29
13.68,20.77,26.33,15.3,97.85,0.83,0.84,280.7,0.47,25.86,43.6,1982-01-30
13.66,21.43,27.44,16.27,81.17,0.73,0.74,260.4,0.52,26.4,32.6,1982-02-25
12.84,22.23,30.51,16.71,50.42,0.65,0.63,275.4,0.65,27.11,29.6,1982-03-30
13.63,22.53,30.15,15.86,121.29,0.62,0.62,244.4,0.68,27.57,26.8,1982-04-03
15.44,22.12,29.61,17.36,258.28,0.72,0.76,232.7,0.75,27.64,30.1,1982-05-03
15.79,22.09,28.03,17.71,69.41,0.8,0.83,238.7,0.6,27.16,96.0,1982-06-29
15.0,21.54,27.14,17.39,233.56,0.82,0.85,241.6,0.51,26.22,74.5,1982-07-27
15.07,21.67,26.51,16.25,160.63,0.86,0.87,233.2,0.43,26.06,70.5,1982-08-16
15.4,21.5,27.73,17.96,167.25,0.84,0.86,242.8,0.81,26.79,168.0,1982-09-04
14.99,20.65,26.48,16.36,193.32,0.91,0.91,228.8,0.76,27.28,334.0,1982-10-29
14.83,21.46,27.31,16.85,71.96,0.87,0.88,254.1,0.51,27.5,153.0,1982-11-28
14.69,21.57,27.08,16.34,88.92,0.81,0.83,297.4,0.42,28.08,79.5,1982-12-28
14.48,22.36,28.9,16.87,42.82,0.7,0.7,296.7,0.57,28.66,48.3,1983-01-30
13.58,23.48,31.98,17.98,0.78,0.59,0.51,257.7,0.69,28.71,40.9,1983-02-10
13.96,23.81,32.02,18.33,31.39,0.56,0.48,251.3,0.71,28.89,34.1,1983-03-31
13.79,23.92,33.07,18.39,138.11,0.56,0.5,234.3,0.74,29.13,27.7,1983-04-21
15.97,23.07,29.97,17.99,113.99,0.66,0.69,239.3,0.65,28.98,30.1,1983-05-03
15.9,22.37,28.47,18.8,154.7,0.73,0.78,238.7,0.71,28.14,96.0,1983-06-29
15.42,22.39,28.56,18.2,121.92,0.74,0.78,237.5,0.54,26.61,74.5,1983-07-27
15.03,21.98,27.98,17.12,132.5,0.75,0.79,233.6,0.55,25.77,70.5,1983-08-16
15.04,21.41,27.33,17.09,310.84,0.83,0.87,234.4,0.64,25.03,108.0,1983-09-04
15.11,20.86,26.67,15.31,285.09,0.93,0.93,225.3,0.7,24.37,334.0,1983-10-29
15.64,21.13,26.21,17.42,85.19,0.92,0.91,232.7,0.89,24.07,153.0,1983-11-28
14.79,20.9,25.94,16.47,69.39,0.86,0.87,240.8,0.57,24.39,79.5,1983-12-28
13.48,20.86,26.65,13.93,17.53,0.75,0.77,262.4,0.45,25.08,48.3,1984-01-30
13.58,21.74,28.59,15.17,21.29,0.62,0.61,247.5,0.57,26.26,40.9,1984-02-10
13.16,22.78,31.13,16.55,35.06,0.58,0.5,229.0,0.81,26.97,34.1,1984-03-31
13.69,22.92,30.38,16.91,74.55,0.59,0.58,232.4,0.74,27.09,27.7,1984-04-21
14.86,22.27,29.43,17.94,179.7,0.61,0.62,239.7,0.81,26.32,77.0,1984-05-03
15.1,21.14,26.82,16.95,177.04,0.75,0.8,240.7,0.76,25.45,114.0,1984-06-20
14.94,20.87,26.39,15.83,171.78,0.83,0.86,239.6,0.79,25.03,112.0,1984-07-27
15.31,21.03,26.75,17.07,206.43,0.89,0.89,238.4,0.8,24.71,106.0,1984-08-09
15.24,20.66,26.62,17.44,168.08,0.92,0.91,246.0,0.9,24.56,190.0,1984-09-07
15.51,20.83,26.67,17.17,225.9,0.94,0.93,240.1,0.97,24.31,224.0,1984-10-01
14.66,20.46,25.54,15.49,92.39,0.92,0.91,240.9,0.82,24.11,180.0,1984-11-30
14.03,21.07,25.87,15.97,39.08,0.82,0.84,281.7,0.38,23.96,62.8,1984-12-29
12.64,20.42,26.6,15.64,48.26,0.71,0.72,303.7,0.47,24.4,38.6,1985-01-31
12.21,21.97,29.26,16.06,8.59,0.6,0.54,325.3,0.66,25.5,26.2,1985-02-28
12.0,22.89,30.97,15.84,18.91,0.56,0.44,307.8,0.78,26.42,22.3,1985-03-31
12.64,23.36,31.39,17.73,22.91,0.55,0.45,239.4,0.74,26.53,20.7,1985-04-13
14.53,22.59,30.99,18.06,58.88,0.55,0.51,236.9,0.94,26.19,53.9,1985-05-06
14.97,21.42,28.03,16.56,297.92,0.67,0.72,228.6,0.66,25.6,96.0,1985-06-30
14.44,20.72,26.19,16.49,171.51,0.82,0.85,227.3,0.66,24.71,67.4,1985-07-08
14.79,20.67,27.08,16.22,218.6,0.85,0.87,247.2,0.77,24.24,99.2,1985-08-13
14.86,20.88,26.85,16.46,204.3,0.93,0.92,242.0,0.69,24.04,238.0,1985-09-02
14.89,20.69,26.73,16.43,129.03,0.89,0.89,248.2,0.83,24.18,241.0,1985-10-01
14.74,20.73,26.37,16.95,93.57,0.86,0.87,246.3,0.77,24.4,135.0,1985-11-27
14.16,20.61,25.83,15.59,62.78,0.82,0.84,245.8,0.64,24.5,70.2,1985-12-31
13.18,20.88,27.1,16.39,61.06,0.72,0.74,291.7,0.44,24.86,40.9,1986-01-28
12.25,21.55,28.48,14.34,4.54,0.61,0.56,246.9,0.63,25.88,31.9,1986-02-23
11.9,22.63,31.48,15.95,10.25,0.56,0.44,297.6,0.83,26.83,24.4,1986-03-27
13.46,23.58,31.42,18.61,23.2,0.54,0.43,243.8,0.64,27.2,29.3,1986-04-07
14.92,22.73,31.08,18.08,95.41,0.57,0.56,236.2,0.9,26.65,32.3,1986-05-02
15.02,21.65,28.3,16.77,335.5,0.65,0.7,239.2,0.74,26.17,109.0,1986-06-20
14.7,21.22,26.87,16.69,144.76,0.87,0.88,246.1,0.48,25.67,75.0,1986-07-31
14.88,21.27,27.04,17.06,246.79,0.85,0.87,248.4,0.55,25.29,64.3,1986-08-09
15.14,21.19,27.18,16.7,173.21,0.9,0.91,238.1,0.7,25.2,133.0,1986-09-09
15.31,20.78,25.95,17.18,374.92,0.96,0.95,234.8,0.95,25.51,298.0,1986-10-31
15.07,21.05,26.51,15.87,141.23,0.93,0.92,231.0,0.62,25.88,106.0,1986-11-26
14.53,21.14,26.29,15.92,72.52,0.84,0.86,247.5,0.55,26.15,45.7,1986-12-30
13.58,21.27,27.3,15.86,37.5,0.74,0.76,344.8,0.53,26.68,28.2,1987-01-31
13.83,22.69,30.3,16.58,21.86,0.63,0.61,277.2,0.65,27.55,20.0,1987-02-28
13.83,23.47,31.47,14.36,46.94,0.58,0.52,237.0,0.72,28.2,18.9,1987-03-31
14.89,22.9,30.78,17.93,120.39,0.61,0.62,250.4,0.62,28.35,18.9,1987-04-01
15.55,22.23,28.7,18.07,178.75,0.69,0.73,218.3,0.65,28.14,57.6,1987-05-13
15.37,22.07,27.83,17.33,168.33,0.77,0.81,240.3,0.54,27.48,85.6,1987-06-02
15.71,21.64,27.52,17.29,229.98,0.78,0.82,232.8,0.75,26.92,96.6,1987-07-06
15.23,21.15,26.93,16.94,227.48,0.9,0.91,250.7,0.65,26.57,154.0,1987-08-21
15.55,21.44,27.04,16.0,143.76,0.9,0.9,241.5,0.76,26.56,139.0,1987-09-17
16.04,21.21,26.87,17.66,260.62,0.92,0.92,241.2,0.95,26.14,205.0,1987-10-17
15.59,21.62,26.84,17.95,91.34,0.92,0.91,231.1,0.62,26.09,101.0,1987-11-24
15.05,21.69,27.27,16.71,31.77,0.82,0.83,242.3,0.49,26.23,65.4,1987-12-30
13.62,21.75,27.81,13.8,65.8,0.68,0.69,309.0,0.51,26.34,35.0,1988-01-27
13.41,22.78,30.19,17.6,12.59,0.61,0.57,270.7,0.53,26.4,24.3,1988-02-25
12.94,23.27,31.62,17.65,18.08,0.56,0.45,234.2,0.76,27.06,21.5,1988-03-04
13.67,23.46,31.24,17.91,44.53,0.56,0.51,236.9,0.73,26.93,18.2,1988-04-10
15.09,23.02,31.07,18.93,73.97,0.57,0.56,230.6,0.77,25.68,34.1,1988-05-10
15.24,21.44,28.04,18.62,122.6,0.63,0.66,247.5,1.04,24.44,78.4,1988-06-04
14.87,20.85,26.34,16.95,195.9,0.75,0.8,249.4,0.7,23.74,102.0,1988-07-28
15.51,20.65,24.41,17.35,258.78,0.87,0.89,246.6,1.21,23.64,246.0,1988-08-05
15.46,20.69,25.63,17.74,237.12,0.92,0.92,247.9,1.13,23.81,396.0,1988-09-06
15.27,20.72,25.82,16.69,202.47,0.95,0.94,245.4,1.09,23.43,436.0,1988-10-17
15.23,20.74,25.57,16.56,215.18,0.95,0.94,244.1,0.92,23.44,163.0,1988-11-29
14.15,20.66,26.02,17.32,18.16,0.86,0.87,254.3,0.44,23.62,71.2,1988-12-24
13.43,21.35,26.96,17.21,13.61,0.71,0.72,290.0,0.41,24.22,44.6,1989-01-31
11.65,21.98,30.79,16.9,3.85,0.59,0.49,6.0,0.8,25.44,35.5,1989-02-27
11.38,22.5,30.98,16.16,7.83,0.55,0.42,256.1,0.84,26.19,30.2,1989-03-31
12.64,23.98,31.55,18.07,6.06,0.53,0.36,242.3,0.69,26.72,25.9,1989-04-21
14.8,22.65,30.88,18.41,106.6,0.56,0.55,233.9,0.79,26.42,56.1,1989-05-01
15.31,21.59,28.72,17.11,247.08,0.7,0.76,231.1,0.78,26.3,80.0,1989-06-04
15.07,21.15,27.19,17.17,113.06,0.79,0.82,237.2,0.67,25.35,76.9,1989-07-16
15.0,21.14,27.27,17.11,141.44,0.8,0.83,239.7,0.73,24.72,121.0,1989-08-05
15.49,20.8,25.75,17.8,196.74,0.87,0.89,245.4,1.18,24.6,217.0,1989-09-03
15.17,21.01,26.85,16.54,180.02,0.88,0.89,238.4,0.81,24.58,169.0,1989-10-31
15.79,21.23,26.56,18.12,95.45,0.89,0.89,230.0,1.05,24.51,124.0,1989-11-21
14.2,20.58,25.55,15.73,80.16,0.85,0.86,236.3,0.75,24.85,64.9,1989-12-31
13.92,21.69,27.82,17.31,24.82,0.7,0.71,266.6,0.41,25.37,38.5,1990-01-31
12.25,22.11,29.95,17.08,14.86,0.6,0.54,284.9,0.69,26.42,27.2,1990-02-26
12.47,23.2,31.31,16.11,22.43,0.56,0.46,290.5,0.74,26.92,23.6,1990-03-13
13.34,23.7,31.46,16.59,42.41,0.54,0.45,234.5,0.74,27.49,28.1,1990-04-12
15.74,22.46,29.65,19.25,250.54,0.67,0.72,239.6,0.65,27.41,67.9,1990-05-13
15.86,21.92,28.34,18.67,150.76,0.78,0.82,231.0,0.61,26.58,117.0,1990-06-22
15.13,21.26,26.74,16.85,126.79,0.81,0.84,235.2,0.68,25.81,115.0,1990-07-27
15.4,21.52,27.58,17.31,154.13,0.82,0.85,242.4,0.68,25.23,96.6,1990-08-11
15.25,21.08,26.68,17.27,83.29,0.82,0.84,237.5,0.83,25.02,119.0,1990-09-07
15.61,20.79,25.58,17.44,272.33,0.88,0.9,238.9,1.33,24.84,194.0,1990-10-01
15.5,21.01,26.57,16.41,95.2,0.91,0.9,231.2,0.94,24.9,149.0,1990-11-27
14.64,21.27,26.42,16.84,52.8,0.84,0.85,233.3,0.63,25.15,58.1,1990-12-03
13.7,21.05,26.78,15.22,107.43,0.72,0.74,245.5,0.45,25.79,54.0,1991-01-12
12.69,21.91,29.98,15.57,25.45,0.64,0.62,324.6,0.55,26.41,27.2,1991-02-26
12.78,23.28,31.14,17.49,8.4,0.58,0.47,242.9,0.78,27.04,15.1,1991-03-31
13.36,23.7,31.92,16.95,25.92,0.54,0.43,234.0,0.67,27.53,14.4,1991-04-02
15.63,22.61,29.54,18.34,96.38,0.59,0.6,247.6,0.81,27.49,80.4,1991-05-04
15.56,22.3,29.89,18.03,99.88,0.63,0.65,234.4,0.81,27.3,79.4,1991-06-11
15.19,21.79,28.23,16.96,150.13,0.69,0.72,231.8,0.52,26.64,75.1,1991-07-16
15.01,21.45,27.57,15.58,72.15,0.73,0.76,236.4,0.71,25.63,64.9,1991-08-28
15.17,21.32,27.5,17.94,155.15,0.72,0.77,246.8,0.77,25.26,100.0,1991-09-10
15.11,20.96,26.42,16.94,196.4,0.85,0.87,247.9,0.74,25.59,160.0,1991-10-25
14.82,21.07,26.55,16.13,105.03,0.83,0.85,241.1,0.57,26.05,2.0,1991-11-11
14.06,21.15,26.28,16.57,38.38,0.77,0.79,264.8,0.41,26.48,45.0,1991-12-31
12.99,21.88,28.43,16.17,2.91,0.63,0.61,262.1,0.53,27.03,28.1,1992-01-30
12.66,22.74,31.26,16.99,26.92,0.57,0.49,249.6,0.7,27.67,17.9,1992-02-29
12.06,23.77,32.82,17.22,10.32,0.54,0.41,285.5,0.83,28.26,11.2,1992-03-31
13.76,24.05,32.32,18.77,28.24,0.53,0.41,243.4,0.7,28.75,6.9,1992-04-11
15.29,23.23,30.84,17.86,115.94,0.59,0.59,234.5,0.75,28.44,18.7,1992-05-14
15.92,22.65,28.8,18.78,86.1,0.63,0.65,231.7,0.84,27.17,80.9,1992-06-02
15.31,21.18,27.36,17.59,192.84,0.72,0.78,234.4,0.71,25.75,73.8,1992-07-26
15.28,21.35,26.99,17.45,120.8,0.81,0.84,238.6,0.68,25.03,63.7,1992-08-25
15.33,21.11,26.38,17.11,106.7,0.78,0.81,246.1,0.95,24.83,105.0,1992-09-06
15.5,20.98,26.44,16.46,144.1,0.83,0.86,242.7,0.82,24.64,168.0,1992-10-18
15.24,21.09,26.49,17.04,64.68,0.81,0.83,229.5,0.77,24.64,107.0,1992-11-20
14.17,21.12,27.13,17.05,23.94,0.73,0.75,245.3,0.5,24.87,58.0,1992-12-31
13.72,21.54,28.58,17.53,51.85,0.65,0.65,244.8,0.57,25.55,31.0,1993-01-27
12.17,22.22,30.03,16.6,14.96,0.58,0.54,253.1,0.62,26.8,12.8,1993-02-25
12.69,23.2,31.55,15.0,18.79,0.55,0.44,268.1,0.73,27.61,15.0,1993-03-15
14.17,23.64,32.25,18.11,61.73,0.56,0.5,240.4,0.72,28.42,27.2,1993-04-04
15.97,22.22,29.82,19.14,246.62,0.65,0.69,229.6,0.82,28.33,,1993-05-01
16.31,21.99,26.63,18.77,148.53,0.77,0.81,244.2,0.81,27.06,,1993-06-01
15.47,21.52,26.91,17.76,86.14,0.85,0.86,235.8,0.6,26.05,,1993-07-01
15.76,21.48,26.41,17.98,233.12,0.85,0.87,237.0,0.88,25.36,,1993-08-01
15.52,20.93,26.33,17.97,269.1,0.94,0.93,247.9,0.99,25.22,,1993-09-01
15.9,21.29,27.08,17.55,102.07,0.91,0.91,243.1,1.04,25.11,,1993-10-01
15.01,21.06,26.68,17.14,40.4,0.86,0.87,247.5,0.69,25.09,,1993-11-01
14.27,21.31,26.49,16.87,42.3,0.76,0.79,247.5,0.47,25.31,,1993-12-01
12.57,21.49,28.65,16.73,0.51,0.63,0.6,261.7,0.53,25.86,,1994-01-01
12.11,22.75,30.27,17.14,4.7,0.56,0.43,262.8,0.68,26.33,,1994-02-01
11.72,23.22,31.53,16.01,14.13,0.54,0.41,248.6,0.79,26.85,,1994-03-01
13.27,23.59,31.52,18.05,42.94,0.53,0.39,236.1,0.79,27.2,,1994-04-01
15.42,22.81,30.7,18.28,69.76,0.58,0.58,230.2,0.94,27.15,,1994-05-01
15.49,21.96,28.8,18.56,167.89,0.65,0.68,239.8,0.73,26.56,,1994-06-01
15.53,21.69,26.54,17.69,111.63,0.73,0.77,235.4,0.61,25.53,,1994-07-01
15.57,21.35,26.26,17.81,156.03,0.79,0.82,246.0,0.81,24.86,,1994-08-01
15.68,21.5,27.23,17.14,156.18,0.81,0.84,241.2,0.82,24.85,,1994-09-01
15.87,20.88,26.24,17.83,234.16,0.89,0.9,237.7,1.17,25.5,,1994-10-01
15.45,21.01,25.94,16.8,151.84,0.92,0.91,236.8,0.79,25.99,,1994-11-01
14.29,21.28,27.07,15.74,28.23,0.81,0.83,259.2,0.45,26.05,,1994-12-01
13.02,21.59,28.79,15.93,2.77,0.66,0.65,278.7,0.52,26.43,,1995-01-01
12.0,22.83,30.63,16.08,5.69,0.57,0.46,262.2,0.68,26.85,,1995-02-01
13.07,23.24,31.46,17.04,31.65,0.55,0.45,230.9,0.85,27.18,,1995-03-01
15.39,22.92,30.76,18.49,131.35,0.59,0.6,221.5,0.84,27.18,,1995-04-01
16.0,21.93,27.84,18.35,246.4,0.74,0.79,231.5,0.82,26.53,,1995-05-01
16.41,21.61,25.69,18.21,294.19,0.9,0.91,240.7,1.02,26.07,,1995-06-01
15.66,21.2,26.66,17.43,197.2,0.92,0.92,239.9,0.8,25.36,,1995-07-01
16.14,21.22,25.63,18.33,420.51,0.97,0.96,243.2,1.18,24.21,,1995-08-01
15.97,21.09,26.04,18.4,223.67,0.97,0.95,243.3,1.11,23.86,,1995-09-01
15.8,20.88,25.34,18.45,107.84,0.95,0.93,243.5,1.27,23.98,,1995-10-01
15.41,21.13,26.18,17.31,123.24,0.92,0.91,244.0,0.72,24.04,,1995-11-01
14.47,20.81,26.16,15.32,30.76,0.82,0.84,248.6,0.63,24.25,,1995-12-01
13.6,20.89,26.25,15.09,25.28,0.72,0.73,262.4,0.55,24.85,,1996-01-01
12.78,22.27,29.63,15.68,22.52,0.61,0.56,279.2,0.56,25.73,,1996-02-01
12.82,23.29,31.58,17.19,7.85,0.56,0.43,247.2,0.76,26.67,,1996-03-01
13.55,23.52,31.94,18.01,56.63,0.55,0.47,228.9,0.77,26.75,,1996-04-01
15.65,22.45,30.56,18.99,150.86,0.6,0.62,244.2,1.07,26.51,,1996-05-01
16.04,21.59,27.28,18.53,256.7,0.74,0.79,232.7,0.98,25.86,,1996-06-01
15.51,21.17,26.69,17.13,191.09,0.9,0.9,242.8,0.76,25.17,,1996-07-01
15.17,20.93,26.46,16.34,140.0,0.86,0.87,244.7,0.85,24.69,,1996-08-01
15.83,21.19,26.71,17.75,175.67,0.9,0.9,242.7,1.06,24.41,,1996-09-01
15.63,20.94,26.43,18.03,191.03,0.93,0.92,243.2,1.11,24.39,,1996-10-01
15.17,20.59,26.38,16.36,123.78,0.9,0.9,243.6,0.88,24.45,,1996-11-01
14.28,20.98,26.05,16.84,64.28,0.84,0.85,247.4,0.44,24.22,,1996-12-01
13.21,20.37,26.29,15.04,77.2,0.74,0.77,247.7,0.45,24.77,,1997-01-01
13.78,22.22,28.76,16.24,14.94,0.64,0.62,259.4,0.47,25.73,,1997-02-01
12.04,22.97,31.57,16.75,13.86,0.57,0.48,296.3,0.79,26.86,,1997-03-01
13.3,23.54,31.7,17.42,74.29,0.55,0.45,244.3,0.84,27.47,,1997-04-01
15.49,22.66,30.12,18.03,179.07,0.68,0.72,247.5,0.52,27.9,,1997-05-01
16.11,21.86,27.48,17.71,199.46,0.77,0.81,243.2,0.78,28.13,,1997-06-01
16.34,22.46,27.41,18.79,92.74,0.81,0.83,233.4,0.49,27.9,,1997-07-01
15.94,22.45,28.77,18.39,208.11,0.84,0.87,243.2,0.47,27.71,,1997-08-01
15.96,21.77,28.08,17.63,316.14,0.9,0.91,244.1,0.75,27.74,,1997-09-01
16.37,21.8,26.67,18.6,244.19,0.95,0.94,248.2,0.72,28.06,,1997-10-01
16.27,21.62,27.23,17.84,208.08,0.95,0.94,236.1,0.7,28.37,,1997-11-01
14.69,21.65,27.1,16.45,134.85,0.92,0.91,301.5,0.49,28.53,,1997-12-01
13.97,22.03,28.77,16.91,0.1,0.74,0.74,353.3,0.57,28.74,,1998-01-01
14.59,24.0,31.58,18.11,7.38,0.6,0.53,254.4,0.79,28.9,,1998-02-01
13.33,24.93,33.74,19.02,4.4,0.55,0.4,275.9,0.9,29.12,,1998-03-01
14.4,24.98,33.32,19.41,30.62,0.54,0.44,242.8,0.7,29.22,,1998-04-01
16.0,23.64,30.55,19.39,200.78,0.59,0.62,234.1,0.7,28.64,,1998-05-01
16.65,22.41,27.18,19.57,272.7,0.81,0.85,244.7,0.7,26.99,,1998-06-01
16.15,21.74,27.0,18.29,359.64,0.91,0.92,234.3,0.68,25.42,,1998-07-01
16.2,21.58,25.89,17.68,369.0,0.97,0.96,237.9,0.92,24.45,,1998-08-01
16.31,21.48,25.78,18.18,312.55,0.98,0.96,251.9,1.1,23.95,,1998-09-01
16.27,21.25,25.09,18.91,422.23,0.98,0.96,239.5,1.27,23.99,,1998-10-01
15.71,21.1,26.17,16.55,187.17,0.96,0.94,241.7,0.96,24.24,,1998-11-01
15.42,20.96,25.65,17.8,248.63,0.96,0.94,232.8,0.76,24.13,,1998-12-01
13.94,20.78,26.26,15.6,43.32,0.84,0.85,242.9,0.48,24.41,,1999-01-01
13.52,21.05,26.87,16.16,65.45,0.73,0.75,282.4,0.5,25.52,,1999-02-01
12.92,22.21,29.3,16.65,38.13,0.64,0.62,288.5,0.58,26.68,,1999-03-01
13.79,22.63,30.73,16.78,174.94,0.61,0.58,233.7,0.74,26.71,,1999-04-01
15.59,21.54,27.19,18.15,316.95,0.84,0.87,240.4,0.62,26.45,,1999-05-01
15.79,21.11,26.1,18.06,317.35,0.94,0.94,238.0,0.87,25.72,,1999-06-01
15.5,21.09,25.56,17.51,182.69,0.96,0.94,243.8,0.65,25.05,,1999-07-01
15.56,20.87,25.54,17.9,369.52,0.97,0.96,250.1,0.95,24.28,,1999-08-01
15.58,20.58,25.78,17.73,409.02,0.98,0.97,254.8,1.23,23.79,,1999-09-01
15.52,20.41,24.19,17.28,331.1,0.98,0.97,249.3,1.11,23.6,,1999-10-01
15.03,20.53,25.64,17.33,185.24,0.96,0.95,240.1,0.95,23.6,,1999-11-01
14.73,20.53,25.24,16.49,166.66,0.92,0.92,241.2,0.68,23.68,,1999-12-01
13.33,20.48,26.62,16.05,69.17,0.82,0.83,292.6,0.43,24.0,,2000-01-01
12.79,21.08,27.01,16.5,45.92,0.7,0.69,347.0,0.48,25.27,,2000-02-01
12.66,22.36,29.98,17.44,12.22,0.62,0.53,243.8,0.66,26.7,,2000-03-01
13.74,22.73,30.06,16.51,73.12,0.59,0.57,246.0,0.58,27.41,,2000-04-01
15.57,22.26,29.64,18.64,229.87,0.65,0.69,228.6,0.73,26.88,,2000-05-01
15.9,21.5,26.42,17.3,221.99,0.83,0.86,233.3,0.79,26.03,,2000-06-01
15.37,21.1,26.08,17.77,234.11,0.9,0.91,239.0,0.58,25.18,,2000-07-01
15.59,21.3,26.68,16.97,199.26,0.92,0.92,238.7,0.7,24.64,,2000-08-01
15.83,20.94,25.73,17.76,291.7,0.96,0.95,248.5,1.13,24.59,,2000-09-01
15.54,21.11,26.85,17.56,135.96,0.94,0.93,229.1,0.72,24.48,,2000-10-01
15.17,21.03,26.68,16.66,193.02,0.95,0.93,232.7,0.85,24.4,,2000-11-01
14.51,21.12,26.52,16.51,93.2,0.88,0.89,235.2,0.52,24.57,,2000-12-01
13.28,20.69,26.92,15.81,44.39,0.78,0.8,296.1,0.45,25.24,,2001-01-01
12.5,21.8,28.82,16.76,30.54,0.64,0.62,26.6,0.66,26.12,,2001-02-01
12.72,22.92,31.2,17.0,30.51,0.58,0.5,238.4,0.78,27.2,,2001-03-01
13.44,23.29,30.81,17.94,62.59,0.57,0.53,266.2,0.55,27.46,,2001-04-01
15.56,22.57,31.48,18.37,235.92,0.67,0.71,230.4,0.87,27.11,,2001-05-01
15.98,21.89,26.9,18.74,188.3,0.8,0.84,239.4,0.6,26.34,,2001-06-01
15.54,21.51,27.24,17.43,196.32,0.87,0.89,229.3,0.6,25.53,,2001-07-01
16.23,21.91,26.96,18.1,205.36,0.9,0.9,236.6,0.62,24.9,,2001-08-01
15.57,21.1,26.26,17.84,194.28,0.92,0.92,244.0,0.9,24.31,,2001-09-01
15.97,21.26,26.65,17.74,339.17,0.94,0.94,239.2,1.07,24.55,,2001-10-01
15.57,20.98,26.06,16.33,203.03,0.96,0.95,238.3,0.82,24.42,,2001-11-01
15.32,21.51,26.7,15.98,55.46,0.88,0.88,243.9,0.62,24.61,,2001-12-01
14.26,21.39,27.08,16.28,73.13,0.78,0.8,251.7,0.42,25.17,,2002-01-01
